data_no,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
57535,3-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Azcapotzalco,Ciudad de Mexico - Azcapotzalco,19.4841,-99.1844,Sin Embargo,"On 3 October 2018, in Ciudad de Mexico-Azcapotzalco, Distrito Federal, students tried to remove barricades to access the college of Sciences (CCH). They discovered that a group of hooded people that are not affiliated with the institution took over the facilities. Originally, the institution was taken over and its activities stopped to demand the resignation of its director. [size=no report]",0,1612548858
57543,3-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),CNPA: National Coordination Plan Ayala,Mexico,Distrito Federal,Iztacalco,Ciudad de Mexico - Iztacalco,19.3959,-99.0976,La Jornada,"On 3 October 2018, in Ciudad de Mexico-Iztacalco, Distrito Federal, Members of the National Coordination Plan Ayala (CNPA) held a protest at the national headquarters of the National Regeneration Movement (MORENA) to demand a solution to an electoral conflict in Amatan, Chiapas [size=no report].",0,1612548858
57552,3-Oct-18,2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Silla Rota,"On 3 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, two individuals kidnapped a man. The victim was rescued by agents of the Ministry of Public Security in Colonia Guerrero.",0,1612548858
57554,3-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Metro Mx,"On 3 October 2018, in Ciudad de Mexico-Miguel Hidalgo, Distrito Federal, a man was shot by two individuals when he was leaving his home in Colonia Tlaxpana. The victim survived the attack.",0,1612548858
57565,2-Oct-18,2018,Riots,Violent demonstration,Rioters (Mexico),Students (Mexico),Mexico,Distrito Federal,Azcapotzalco,Ciudad de Mexico - Azcapotzalco,19.4841,-99.1844,Sin Embargo,"On 2 October 2018, in Ciudad de Mexico-Azcapotzalco, Distrito Federal, at least 10 hooded people, allegedly students of the College of Sciences and Humanities, blocked Aquiles Serdan Avenue for more than an hour, setting fire to garbage bags and throwing firecrackers [size=at least 10]",0,1612548858
57568,2-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,El Norte,"On 2 October 2018, in Ciudad de Mexico-Tlalpan, Distrito Federal, 15 hooded students from the Autonomous University of Mexico took a toll booth, demanding a financial contribution from drivers in exchange for allowing them to transit. [size=15]",0,1612548858
57577,2-Oct-18,2018,Riots,Violent demonstration,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Reforma; El Universal (Mexico),"On 2 October 2018, in Cuauhtemoc, Ciudad de Mexico, students gathered as part of a demonstration against the presence of porros (people who are enrolled in university and hinder student life by vandalizing, extorting, assaulting, beating, etc.) in the National Autonomous University of Mexico. Demonstrators were assaulted by hooded individuals who threw firecrackers at them and vandalized the public space. Hooded demonstrators also threw Molotov bombs against the Congress and objects against other buildings. [size=no report]",0,1612548858
57578,2-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,BBC News; Excelsior (Mexico),"Around 2 October 2018 (as reported), in Cuauhtemoc, Ciudad de Mexico, relatives of 10 federal police officers imprisoned for allegedly helping Joaquin ''El Chapo'' Guzman Loera to escape staged a demonstration outside the Supreme Court, claiming that investigations have shown that the police officers did not help ''El Chapo'' to escape. [size=no report]",0,1612548858
57589,2-Oct-18,2018,Riots,Violent demonstration,Rioters (Mexico),Students (Mexico); Teachers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 2 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, thousands of students and teachers marched through the main streets of the city to commemorate 50 years of the Tlatelolco massacre. During the demonstration, anarchist groups launched rockets, broke glasses, and vandalized security cameras on May 5th Street. [size=thousands].",0,1612548858
57593,2-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 2 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, a group of merchants from the Historic Centre and from different delegations of the capital protested in front of the City Congress and showed support of a bill in favour of non-salaried workers [size=no report]",0,1612548858
57633,2-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),,Mexico,Distrito Federal,Azcapotzalco,Ciudad de Mexico - Azcapotzalco,19.4841,-99.1844,Milenio,"On 2 October 2018, in Ciudad de Mexico-Azcapotzalco, Distrito Federal, a group of hooded people took the facilities of the College of Sciences and Humanities (CCH) Azcapotzalco Campus, throwing stones and bottles and burning tires outside the school [size=no report]",0,1612548858
57634,2-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,SDP Noticias,"On 2 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, thousands of students and activists marched through the streets of the city to commemorate the 50th anniversary of the Tlatelolco massacre. [size=thousands]",0,1612548858
57636,2-Oct-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico); Teachers (Mexico); Labour Group (Mexico),Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,SDP Noticias,"On 2 October 2018, in Ciudad de Mexico-Iztapalapa, Distrito Federal, a group of students, teachers, and workers at the Metropolitan Autonomous University (UAM) carried out a protest on Eje 6 Sur to demand that a professor who had disappeared two days before be found alive. [size=no report]",0,1612548858
57642,1-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico); Labour Group (Mexico),Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,Reforma,"On October 2018 in Ciudad de Mexico-Coyoacan (Distrito Federal), an alleged thief was caught, tied up and beaten by a mob consisting of local merchants. [size=no report].",0,1612548858
57654,1-Oct-18,2018,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,24 Horas (Mexico),"On 1 October 2018, in Ciudad de Mexico-Miguel Hidalgo, Distrito Federal, a man was rescued by police officers after a group of inhabitants tried to lynch him because he allegedly sexually abused a disabled person. The event occurred in Colonia Cuauhtemoc Pensil. [size=no report]",0,1612548858
57684,1-Oct-18,2018,Protests,Protest with intervention,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Metro Mx,"On 1 October 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, some tens residents of Colonia Juarez protested to demand that a group of street vendors leave the area. Some vendors allegedly beat up protesters. [size=some tens]",0,1612548858
57690,1-Oct-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Reforma,"On 1 October 2018, in Cuauhtemoc, Ciudad de Mexico, a man was killed by 2 unidentified armed actors in Mexico city near the La Raza National Medical Centre. The motive and perpetrators behind the killing are still unknown.",1,1612548858
57710,30-Sep-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 30 September 2018, unidentified armed men driving a motorcycle (drive-by) attacked a man in Colonia Morelos, Ciudad de Mexico. The man died in the attack.",1,1612548858
57711,30-Sep-18,2018,Battles,Armed clash,La Union Tepito,,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Metro Toluca,"On 30 September 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, an alleged La Union Tepito member shot three police officers as he was going to be arrested along with five other people in Colonia Santa Maria La Ribera. No injuries were reported.",0,1612548858
57726,30-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 30 September 2018, in Ciudad de Mexico-Tlalpan, Distrito Federal, about 20 parents of students of the Enrique Rebsamen College, which collapsed after the earthquake of September 19, 2017, protested in front of the educational institution to demand that the school's principal surrender to the authorities to take responsibility for the victims [size=20]",0,1612548858
57739,30-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,Reforma,"On 30 September 2018, in Ciudad de Mexico-Iztapalapa, Distrito Federal, two men shot and killed a man who was outside his home in Colonia Valle de San Lorenzo. The identities of the victim and the attackers are unknown.",1,1612548858
57740,30-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Tlahuac,Ciudad de Mexico - Tlahuac,19.2706,-99.0048,Reforma,"On 30 September 2018, in the Tlahuac urban area (Ciudad de Mexico), a young man was shot and injured by two armed actors.",0,1612548858
57749,29-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,El Universal (Mexico),"On 29 September 2018, teachers from public facilities held a demonstration in Coyoacan demanding the payment of their salaries. [size=no report]",0,1612548858
57766,29-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Animal Politico,"On 29 September 2018, in Ciudad de Mexico-Miguel Hidalgo, Distrito Federal, 150 Rappi delivery men blocked traffic on Boulevard Miguel de Cervantes Saavedra in Colonia Granada to protest an alleged unjustified charge made by the company. [size=150]",0,1612548859
57776,28-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico); Women (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte,"On 28 September 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, more than 1500 students, activists and feminist groups marched against the criminalization of abortion. [size=more than 1500].",0,1612548859
57787,28-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Health Workers (Mexico),Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 28 September 2018, in Ciudad de Mexico-Tlalpan, Distrito Federal, health workers at the Cancer Research Institute demonstrated and demanded that labor rights be respected in Colonia Belisario. [size=no report]",0,1612548859
57814,27-Sep-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,Metro Mx,"Around 27 September 2018 (as reported), in Ciudad de Mexico-Alvaro Obregon, Distrito Federal, two men were killed and their bodies found in Corpus Christi colony with torture signs and knife wounds. One of them had the word ''Chapulines'' marked on his skin with a knife. 2 fatalities.",2,1612548859
57838,27-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Azcapotzalco,Ciudad de Mexico - Azcapotzalco,19.4841,-99.1844,El Norte,"On 27 September 2018, in Ciudad de Mexico-Azcapotzalco, Distrito Federal, around 30 students of the College of Science and Humanities (part of the National Autonomous University (UNAM) campus Azcapotzalco) blocked an avenue against the lack of implementation of a petition. [size=around 30].",0,1612548859
57842,27-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Health Workers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 27 September 2018, Ciudad de Mexico-Cuauhtemoc, Distrito Federal, health workers demonstrated on Fray Servando Avenue demanding better working conditions and guaranteed contracts for health workers. [size=no report]",0,1612548859
57858,26-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Independiente de Hidalgo,"On 26 September 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, residents and merchants demonstrated in front of the Municipal Presidency demanding the completion of construction and a meeting with the mayor. [size=no report]",0,1612548859
57866,26-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 26 September 2018, in Ciudad de Mexico-Cuauhtemoc, Distrito Federal, parents of the missing 43 students of Ayotzinapan demonstrated in front of the Supreme Court of Justice demanding a Truth Commission for the Iguala case. [size=no report]",0,1612548859
57879,26-Sep-18,2018,Riots,Mob violence,Rioters (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,La Silla Rota,"On 26 September 2018, in Ciudad de Mexico-Gustavo A. Madero, Distrito Federal, after police forces had captured a couple of thieves in Metro Potrero station, neighbors of the sector tried to free the thieves by throwing objects at the officers, but were unsuccessful. The thieves were taken to the Public Ministry. [size=no report]",0,1612548859
57903,25-Sep-18,2018,Battles,Armed clash,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Tlahuac,Ciudad de Mexico - Tlahuac,19.2706,-99.0048,Metro Mx,"On 25 September 2018 in Ciudad de Mexico-Tlahuac, two armed men involved in drug trafficking exchanged fire in the Francisco Cabrera neighborhood. One man was killed and the other one was injured.",1,1612548859
